Date,Region,Cohort,Format,Device,Gender,Age,Income,Spends,Impressions,Clicks,Views,Install,Registration
25-09-2024,BBSR,Channels Targeting,Skip,Android,Both,AllAge,AllInc,₹0,3,-,-,-,-
26-09-2024,BBSR,Channels Targeting,Skip,CTV&Desktop,Both,AllAge,AllInc,₹1,11,-,2,-,-
26-09-2024,BBSR,Channels Targeting,Skip,Android,Both,AllAge,AllInc,₹1,2,-,1,-,-
26-09-2024,BBSR,Channels Targeting,Skip,iOS,Both,AllAge,AllInc,₹0,2,-,-,-,-
27-09-2024,BBSR,Channels Targeting,Skip,CTV&Desktop,Both,AllAge,AllInc,₹0,14,-,1,-,-
27-09-2024,BBSR,Channels Targeting,Skip,Android,Both,AllAge,AllInc,₹1,3,-,1,-,-
27-09-2024,BBSR,Channels Targeting,Skip,iOS,Both,AllAge,AllInc,₹1,1,-,1,-,-
28-09-2024,BBSR,Channels Targeting,Skip,CTV&Desktop,Both,AllAge,AllInc,₹2,15,-,3,-,-
28-09-2024,BBSR,Channels Targeting,Skip,Android,Both,AllAge,AllInc,₹0,9,-,1,-,-
28-09-2024,BBSR,Channels Targeting,Skip,iOS,Both,AllAge,AllInc,₹0,4,-,-,-,-
29-09-2024,BBSR,Channels Targeting,Skip,CTV&Desktop,Both,AllAge,AllInc,₹1,12,-,2,-,-
29-09-2024,BBSR,Channels Targeting,Skip,Android,Both,AllAge,AllInc,₹0,2,-,-,-,-
29-09-2024,BBSR,Channels Targeting,Skip,iOS,Both,AllAge,AllInc,₹0,6,-,1,-,-
30-09-2024,BBSR,Channels Targeting,Skip,CTV&Desktop,Both,AllAge,AllInc,₹0,7,-,-,-,-
30-09-2024,BBSR,Channels Targeting,Skip,Android,Both,AllAge,AllInc,₹1,5,-,1,-,-
30-09-2024,BBSR,Channels Targeting,Skip,iOS,Both,AllAge,AllInc,₹0,6,-,-,-,-
01-10-2024,BBSR,Channels Targeting,Skip,CTV&Desktop,Both,AllAge,AllInc,"₹10,002","58,894",255,"8,619",1,-
01-10-2024,BBSR,Channels Targeting,Skip,Android,Both,AllAge,AllInc,₹0,1,-,-,-,-
01-10-2024,BBSR,Channels Targeting,Skip,iOS,Both,AllAge,AllInc,₹0,8,-,-,-,-
02-10-2024,BBSR,Channels Targeting,Skip,CTV&Desktop,Both,AllAge,AllInc,"₹14,531","90,989",421,"11,726",2,3
02-10-2024,BBSR,Channels Targeting,Skip,Android,Both,AllAge,AllInc,₹1,6,-,1,-,-
02-10-2024,BBSR,Channels Targeting,Skip,iOS,Both,AllAge,AllInc,₹0,4,-,-,-,-
03-10-2024,BBSR,Channels Targeting,Skip,CTV&Desktop,Both,AllAge,AllInc,"₹7,317","53,810",302,"7,809",6,4
03-10-2024,BBSR,Channels Targeting,Skip,Android,Both,AllAge,AllInc,₹0,10,-,-,-,-
03-10-2024,BBSR,Channels Targeting,Skip,iOS,Both,AllAge,AllInc,₹0,10,-,1,-,-
04-10-2024,BBSR,Channels Targeting,Skip,CTV&Desktop,Both,AllAge,AllInc,"₹19,956","117,643",506,"28,990",6,4
04-10-2024,BBSR,Channels Targeting,Skip,Android,Both,AllAge,AllInc,₹2,10,-,1,-,-
04-10-2024,BBSR,Channels Targeting,Skip,iOS,Both,AllAge,AllInc,₹4,12,-,1,-,-
05-10-2024,BBSR,Channels Targeting,Skip,CTV&Desktop,Both,AllAge,AllInc,"₹19,981","131,995",563,"31,868",7,3
05-10-2024,BBSR,Channels Targeting,Skip,Android,Both,AllAge,AllInc,₹4,3,-,1,-,-
05-10-2024,BBSR,Channels Targeting,Skip,iOS,Both,AllAge,AllInc,₹1,6,-,1,-,-
06-10-2024,BBSR,Channels Targeting,Skip,CTV&Desktop,Both,AllAge,AllInc,"₹25,599","167,526",804,"36,200",5,10
06-10-2024,BBSR,Channels Targeting,Skip,Android,Both,AllAge,AllInc,₹4,2,-,1,-,-
06-10-2024,BBSR,Channels Targeting,Skip,iOS,Both,AllAge,AllInc,₹0,3,-,-,-,-
07-10-2024,BBSR,Channels Targeting,Skip,CTV&Desktop,Both,AllAge,AllInc,"₹15,602","75,085",516,"9,318",4,8
08-10-2024,BBSR,Channels Targeting,Skip,CTV&Desktop,Both,AllAge,AllInc,₹0,-,-,-,-,5
29-09-2024,BBSR,Channels Targeting,Skip,Android,Males,4554,AllInc,₹0,1,-,-,-,-
30-09-2024,BBSR,Channels Targeting,Skip,Android,Males,4554,AllInc,₹4,25,1,4,-,-
01-10-2024,BBSR,Channels Targeting,Skip,Android,Males,4554,AllInc,₹2,33,-,4,-,-
02-10-2024,BBSR,Channels Targeting,Skip,Android,Males,4554,AllInc,₹2,17,-,2,-,-
03-10-2024,BBSR,Channels Targeting,Skip,Android,Males,4554,AllInc,₹1,22,-,4,-,-
04-10-2024,BBSR,Channels Targeting,Skip,Android,Males,4554,AllInc,₹3,35,-,6,-,-
05-10-2024,BBSR,Channels Targeting,Skip,Android,Males,4554,AllInc,₹1,23,-,2,-,-
06-10-2024,BBSR,Channels Targeting,Skip,Android,Males,4554,AllInc,₹1,32,-,2,-,-
07-10-2024,BBSR,Channels Targeting,Skip,Android,Males,4554,AllInc,₹2,10,-,2,-,-
29-09-2024,BBSR,Search Targeting,NoSkip,iOS,Females,2554,AllInc,₹334,"1,027",6,-,1,-
30-09-2024,BBSR,Search Targeting,NoSkip,iOS,Females,2554,AllInc,₹308,895,3,-,-,-
01-10-2024,BBSR,Search Targeting,NoSkip,iOS,Females,2554,AllInc,₹387,938,4,-,-,-
02-10-2024,BBSR,Search Targeting,NoSkip,iOS,Females,2554,AllInc,₹358,924,4,-,-,-
03-10-2024,BBSR,Search Targeting,NoSkip,iOS,Females,2554,AllInc,₹389,934,6,-,-,-
04-10-2024,BBSR,Search Targeting,NoSkip,iOS,Females,2554,AllInc,₹411,987,2,-,-,-
05-10-2024,BBSR,Search Targeting,NoSkip,iOS,Females,2554,AllInc,₹251,739,1,-,-,-
06-10-2024,BBSR,Search Targeting,NoSkip,iOS,Females,2554,AllInc,₹146,516,-,-,-,-
07-10-2024,BBSR,Search Targeting,NoSkip,iOS,Females,2554,AllInc,₹41,158,1,-,-,-
29-09-2024,BBSR,Search Targeting,NoSkip,CTV&Desktop,Females,2554,T50Inc,₹203,293,-,-,-,-
30-09-2024,BBSR,Search Targeting,NoSkip,CTV&Desktop,Females,2554,T50Inc,₹270,366,-,-,-,-
30-09-2024,BBSR,Search Targeting,NoSkip,Android,Females,2554,T50Inc,"₹9,171","45,142",399,-,4,-
01-10-2024,BBSR,Search Targeting,NoSkip,CTV&Desktop,Females,2554,T50Inc,₹278,355,-,-,-,-
01-10-2024,BBSR,Search Targeting,NoSkip,Android,Females,2554,T50Inc,"₹11,047","47,909",392,-,-,1
02-10-2024,BBSR,Search Targeting,NoSkip,CTV&Desktop,Females,2554,T50Inc,₹280,344,1,-,-,-
02-10-2024,BBSR,Search Targeting,NoSkip,Android,Females,2554,T50Inc,"₹7,502","40,160",379,-,-,-
03-10-2024,BBSR,Search Targeting,NoSkip,CTV&Desktop,Females,2554,T50Inc,₹181,227,1,-,-,-
03-10-2024,BBSR,Search Targeting,NoSkip,Android,Females,2554,T50Inc,"₹7,593","41,368",418,-,1,-
04-10-2024,BBSR,Search Targeting,NoSkip,CTV&Desktop,Females,2554,T50Inc,₹288,293,-,-,-,-
04-10-2024,BBSR,Search Targeting,NoSkip,Android,Females,2554,T50Inc,"₹8,185","44,783",401,-,-,-
05-10-2024,BBSR,Search Targeting,NoSkip,CTV&Desktop,Females,2554,T50Inc,₹242,302,-,-,-,-
05-10-2024,BBSR,Search Targeting,NoSkip,Android,Females,2554,T50Inc,"₹1,976","14,124",147,-,1,-
06-10-2024,BBSR,Search Targeting,NoSkip,CTV&Desktop,Females,2554,T50Inc,₹110,175,1,-,-,-
06-10-2024,BBSR,Search Targeting,NoSkip,Android,Females,2554,T50Inc,₹283,"2,167",23,-,-,-
07-10-2024,BBSR,Search Targeting,NoSkip,CTV&Desktop,Females,2554,T50Inc,₹35,52,-,-,-,-
07-10-2024,BBSR,Search Targeting,NoSkip,Android,Females,2554,T50Inc,₹30,288,1,-,-,-
02-09-2024,BBSR,Search Targeting,NoSkip,Android,Males,3544,T30Inc,₹167,813,6,-,-,-
03-09-2024,BBSR,Search Targeting,NoSkip,Android,Males,3544,T30Inc,₹625,"2,833",32,-,-,-
04-09-2024,BBSR,Search Targeting,NoSkip,Android,Males,3544,T30Inc,₹786,"3,052",21,-,-,-
05-09-2024,BBSR,Search Targeting,NoSkip,Android,Males,3544,T30Inc,"₹1,903","6,598",62,-,-,-
06-09-2024,BBSR,Search Targeting,NoSkip,Android,Males,3544,T30Inc,₹894,"3,312",30,-,1,1
07-09-2024,BBSR,Search Targeting,NoSkip,Android,Males,3544,T30Inc,₹570,"2,012",13,-,-,-
14-09-2024,BBSR,Search Targeting,NoSkip,Android,Males,3544,T30Inc,"₹2,845","15,767",150,-,1,-
15-09-2024,BBSR,Search Targeting,NoSkip,Android,Males,3544,T30Inc,"₹6,669","36,919",365,-,3,4
16-09-2024,BBSR,Search Targeting,NoSkip,Android,Males,3544,T30Inc,"₹3,067","19,022",168,-,3,2
17-09-2024,BBSR,Search Targeting,NoSkip,Android,Males,3544,T30Inc,"₹1,016","8,904",69,-,2,-
18-09-2024,BBSR,Search Targeting,NoSkip,Android,Males,3544,T30Inc,₹423,"4,426",21,-,-,-
19-09-2024,BBSR,Search Targeting,NoSkip,Android,Males,3544,T30Inc,₹375,"3,939",22,-,1,-
20-09-2024,BBSR,Search Targeting,NoSkip,Android,Males,3544,T30Inc,₹391,"4,027",23,-,-,-
21-09-2024,BBSR,Search Targeting,NoSkip,Android,Males,3544,T30Inc,₹59,731,6,-,-,-
22-09-2024,BBSR,Search Targeting,NoSkip,Android,Males,3544,T30Inc,₹46,496,3,-,-,-
23-09-2024,BBSR,Search Targeting,NoSkip,Android,Males,3544,T30Inc,₹77,809,9,-,-,-
24-09-2024,BBSR,Search Targeting,NoSkip,Android,Males,3544,T30Inc,₹102,"1,203",8,-,-,-
25-09-2024,BBSR,Search Targeting,NoSkip,Android,Males,3544,T30Inc,₹290,"3,025",23,-,-,-
26-09-2024,BBSR,Search Targeting,NoSkip,Android,Males,3544,T30Inc,"₹2,038","16,936",142,-,1,-
27-09-2024,BBSR,Search Targeting,NoSkip,Android,Males,3544,T30Inc,₹553,"5,829",42,-,-,-
29-09-2024,BBSR,Search Targeting,NoSkip,iOS,Males,4554,AllInc,₹19,64,-,-,-,-
30-09-2024,BBSR,Search Targeting,NoSkip,iOS,Males,4554,AllInc,₹205,397,2,-,-,-
01-10-2024,BBSR,Search Targeting,NoSkip,iOS,Males,4554,AllInc,₹268,410,-,-,-,-
02-10-2024,BBSR,Search Targeting,NoSkip,iOS,Males,4554,AllInc,₹214,375,-,-,-,-
03-10-2024,BBSR,Search Targeting,NoSkip,iOS,Males,4554,AllInc,₹284,464,2,-,-,-
04-10-2024,BBSR,Search Targeting,NoSkip,iOS,Males,4554,AllInc,₹312,436,1,-,-,-
05-10-2024,BBSR,Search Targeting,NoSkip,iOS,Males,4554,AllInc,₹209,319,-,-,-,-
06-10-2024,BBSR,Search Targeting,NoSkip,iOS,Males,4554,AllInc,₹127,235,1,-,-,-
07-10-2024,BBSR,Search Targeting,NoSkip,iOS,Males,4554,AllInc,₹46,92,-,-,-,-
29-09-2024,BBSR,Search Targeting,NoSkip,CTV&Desktop,Males,4554,T30Inc,₹114,184,-,-,-,-
30-09-2024,BBSR,Search Targeting,NoSkip,CTV&Desktop,Males,4554,T30Inc,₹187,265,-,-,-,-
01-10-2024,BBSR,Search Targeting,NoSkip,CTV&Desktop,Males,4554,T30Inc,₹297,333,-,-,-,-
02-10-2024,BBSR,Search Targeting,NoSkip,CTV&Desktop,Males,4554,T30Inc,₹281,356,-,-,-,-
03-10-2024,BBSR,Search Targeting,NoSkip,CTV&Desktop,Males,4554,T30Inc,₹230,256,-,-,-,-
04-10-2024,BBSR,Search Targeting,NoSkip,CTV&Desktop,Males,4554,T30Inc,₹359,358,-,-,-,-
05-10-2024,BBSR,Search Targeting,NoSkip,CTV&Desktop,Males,4554,T30Inc,₹223,263,-,-,-,-
06-10-2024,BBSR,Search Targeting,NoSkip,CTV&Desktop,Males,4554,T30Inc,₹141,226,-,-,-,-
07-10-2024,BBSR,Search Targeting,NoSkip,CTV&Desktop,Males,4554,T30Inc,₹35,52,-,-,-,-
02-09-2024,BBSR,Search Targeting,NoSkip,CTV&Desktop,Males,AllAge,T50Inc,₹2,9,-,-,-,-
03-09-2024,BBSR,Search Targeting,NoSkip,CTV&Desktop,Males,AllAge,T50Inc,₹32,118,-,-,-,-
04-09-2024,BBSR,Search Targeting,NoSkip,CTV&Desktop,Males,AllAge,T50Inc,₹42,183,-,-,-,-
05-09-2024,BBSR,Search Targeting,NoSkip,CTV&Desktop,Males,AllAge,T50Inc,₹37,165,-,-,-,-
06-09-2024,BBSR,Search Targeting,NoSkip,CTV&Desktop,Males,AllAge,T50Inc,₹101,311,1,-,-,-
07-09-2024,BBSR,Search Targeting,NoSkip,CTV&Desktop,Males,AllAge,T50Inc,₹311,762,1,-,-,-
08-09-2024,BBSR,Search Targeting,NoSkip,CTV&Desktop,Males,AllAge,T50Inc,₹730,"1,632",1,-,-,-
09-09-2024,BBSR,Search Targeting,NoSkip,CTV&Desktop,Males,AllAge,T50Inc,"₹1,161","3,323",7,-,-,-
10-09-2024,BBSR,Search Targeting,NoSkip,CTV&Desktop,Males,AllAge,T50Inc,"₹1,265","3,557",-,-,-,-
11-09-2024,BBSR,Search Targeting,NoSkip,CTV&Desktop,Males,AllAge,T50Inc,₹927,"2,562",1,-,-,-
12-09-2024,BBSR,Search Targeting,NoSkip,CTV&Desktop,Males,AllAge,T50Inc,₹770,"2,224",-,-,-,-
13-09-2024,BBSR,Search Targeting,NoSkip,CTV&Desktop,Males,AllAge,T50Inc,₹518,"1,448",4,-,-,-
17-09-2024,BBSR,Search Targeting,NoSkip,CTV&Desktop,Males,AllAge,T50Inc,₹147,587,-,-,-,-
18-09-2024,BBSR,Search Targeting,NoSkip,CTV&Desktop,Males,AllAge,T50Inc,₹704,"2,483",1,-,-,-
19-09-2024,BBSR,Search Targeting,NoSkip,CTV&Desktop,Males,AllAge,T50Inc,₹556,"1,582",1,-,-,-
20-09-2024,BBSR,Search Targeting,NoSkip,CTV&Desktop,Males,AllAge,T50Inc,"₹1,121","2,267",-,-,-,-
21-09-2024,BBSR,Search Targeting,NoSkip,CTV&Desktop,Males,AllAge,T50Inc,"₹1,124","2,242",2,-,-,-
22-09-2024,BBSR,Search Targeting,NoSkip,CTV&Desktop,Males,AllAge,T50Inc,"₹1,327","2,223",2,-,-,-
23-09-2024,BBSR,Search Targeting,NoSkip,CTV&Desktop,Males,AllAge,T50Inc,"₹1,106","1,871",1,-,-,-
24-09-2024,BBSR,Search Targeting,NoSkip,CTV&Desktop,Males,AllAge,T50Inc,"₹1,013","1,570",-,-,-,-
25-09-2024,BBSR,Search Targeting,NoSkip,CTV&Desktop,Males,AllAge,T50Inc,₹981,"1,414",1,-,-,-
26-09-2024,BBSR,Search Targeting,NoSkip,CTV&Desktop,Males,AllAge,T50Inc,₹819,"1,160",1,-,-,-
27-09-2024,BBSR,Search Targeting,NoSkip,CTV&Desktop,Males,AllAge,T50Inc,₹750,"1,047",2,-,-,-
01-09-2024,BBSR,Search Targeting,NoSkip,Android,Males,AllAge,T50Inc,₹0,2,-,-,-,-
02-09-2024,BBSR,Search Targeting,NoSkip,Android,Males,AllAge,T50Inc,₹193,"1,006",13,-,-,-
03-09-2024,BBSR,Search Targeting,NoSkip,Android,Males,AllAge,T50Inc,₹738,"3,345",21,-,2,2
04-09-2024,BBSR,Search Targeting,NoSkip,Android,Males,AllAge,T50Inc,"₹1,193","4,332",38,-,1,3
05-09-2024,BBSR,Search Targeting,NoSkip,Android,Males,AllAge,T50Inc,"₹4,644","14,307",117,-,1,2
06-09-2024,BBSR,Search Targeting,NoSkip,Android,Males,AllAge,T50Inc,"₹2,566","7,827",50,-,1,2
07-09-2024,BBSR,Search Targeting,NoSkip,Android,Males,AllAge,T50Inc,"₹3,629","13,331",142,-,3,2
08-09-2024,BBSR,Search Targeting,NoSkip,Android,Males,AllAge,T50Inc,"₹9,573","36,114",299,-,5,3
09-09-2024,BBSR,Search Targeting,NoSkip,Android,Males,AllAge,T50Inc,"₹1,656","15,445",106,-,2,-
10-09-2024,BBSR,Search Targeting,NoSkip,Android,Males,AllAge,T50Inc,₹740,"6,823",36,-,1,-
15-09-2024,BBSR,Search Targeting,NoSkip,Android,Males,AllAge,T50Inc,₹578,"3,457",25,-,-,-
16-09-2024,BBSR,Search Targeting,NoSkip,Android,Males,AllAge,T50Inc,₹835,"5,624",46,-,-,-
17-09-2024,BBSR,Search Targeting,NoSkip,Android,Males,AllAge,T50Inc,₹342,"2,591",31,-,-,-
18-09-2024,BBSR,Search Targeting,NoSkip,Android,Males,AllAge,T50Inc,₹120,"1,232",4,-,-,-
19-09-2024,BBSR,Search Targeting,NoSkip,Android,Males,AllAge,T50Inc,₹103,"1,131",3,-,-,-
20-09-2024,BBSR,Search Targeting,NoSkip,Android,Males,AllAge,T50Inc,₹79,851,5,-,1,-
21-09-2024,BBSR,Search Targeting,NoSkip,Android,Males,AllAge,T50Inc,₹27,315,-,-,-,-
22-09-2024,BBSR,Search Targeting,NoSkip,Android,Males,AllAge,T50Inc,₹22,260,2,-,-,-
23-09-2024,BBSR,Search Targeting,NoSkip,Android,Males,AllAge,T50Inc,₹68,760,11,-,-,-
24-09-2024,BBSR,Search Targeting,NoSkip,Android,Males,AllAge,T50Inc,₹230,"2,481",14,-,-,-
25-09-2024,BBSR,Search Targeting,NoSkip,Android,Males,AllAge,T50Inc,₹145,"1,535",6,-,-,-
26-09-2024,BBSR,Search Targeting,NoSkip,Android,Males,AllAge,T50Inc,₹755,"6,450",53,-,-,-
27-09-2024,BBSR,Search Targeting,NoSkip,Android,Males,AllAge,T50Inc,₹267,"2,617",17,-,1,-
29-09-2024,BBSR,Search Targeting,Skip,iOS,Females,2554,AllInc,₹9,61,-,9,-,-
30-09-2024,BBSR,Search Targeting,Skip,iOS,Females,2554,AllInc,₹13,60,-,9,-,-
01-10-2024,BBSR,Search Targeting,Skip,iOS,Females,2554,AllInc,₹26,133,1,24,-,-
02-10-2024,BBSR,Search Targeting,Skip,iOS,Females,2554,AllInc,₹27,121,-,27,-,-
03-10-2024,BBSR,Search Targeting,Skip,iOS,Females,2554,AllInc,₹31,140,-,33,-,-
04-10-2024,BBSR,Search Targeting,Skip,iOS,Females,2554,AllInc,₹55,181,3,51,-,-
05-10-2024,BBSR,Search Targeting,Skip,iOS,Females,2554,AllInc,₹26,140,1,38,-,-
06-10-2024,BBSR,Search Targeting,Skip,iOS,Females,2554,AllInc,₹15,96,-,26,-,-
07-10-2024,BBSR,Search Targeting,Skip,iOS,Females,2554,AllInc,₹6,38,-,10,-,-
30-09-2024,BBSR,Search Targeting,Skip,Android,Females,2554,T50Inc,₹504,"3,093",23,959,-,-
01-10-2024,BBSR,Search Targeting,Skip,Android,Females,2554,T50Inc,"₹1,197","6,199",50,"1,842",-,-
02-10-2024,BBSR,Search Targeting,Skip,Android,Females,2554,T50Inc,"₹1,396","8,860",66,"2,442",2,-
03-10-2024,BBSR,Search Targeting,Skip,Android,Females,2554,T50Inc,"₹1,604","10,181",84,"2,857",-,-
04-10-2024,BBSR,Search Targeting,Skip,Android,Females,2554,T50Inc,"₹1,709","10,652",76,"2,847",1,-
05-10-2024,BBSR,Search Targeting,Skip,Android,Females,2554,T50Inc,"₹1,867","16,007",153,"3,726",-,-
06-10-2024,BBSR,Search Targeting,Skip,Android,Females,2554,T50Inc,"₹1,186","11,027",97,"2,756",3,-
07-10-2024,BBSR,Search Targeting,Skip,Android,Females,2554,T50Inc,₹298,"2,678",20,743,1,-
29-09-2024,BBSR,Search Targeting,Skip,CTV&Desktop,Females,2554,T50Inc,₹6,31,-,6,-,-
30-09-2024,BBSR,Search Targeting,Skip,CTV&Desktop,Females,2554,T50Inc,₹12,38,-,10,-,-
01-10-2024,BBSR,Search Targeting,Skip,CTV&Desktop,Females,2554,T50Inc,₹12,51,-,8,-,-
02-10-2024,BBSR,Search Targeting,Skip,CTV&Desktop,Females,2554,T50Inc,₹12,61,1,7,-,-
03-10-2024,BBSR,Search Targeting,Skip,CTV&Desktop,Females,2554,T50Inc,₹20,96,-,13,-,-
04-10-2024,BBSR,Search Targeting,Skip,CTV&Desktop,Females,2554,T50Inc,₹80,243,1,61,-,-
05-10-2024,BBSR,Search Targeting,Skip,CTV&Desktop,Females,2554,T50Inc,₹56,233,-,54,-,-
06-10-2024,BBSR,Search Targeting,Skip,CTV&Desktop,Females,2554,T50Inc,₹13,72,-,14,-,-
07-10-2024,BBSR,Search Targeting,Skip,CTV&Desktop,Females,2554,T50Inc,₹5,8,-,3,-,-
01-09-2024,BBSR,Search Targeting,Skip,CTV&Desktop,Both,AllAge,T50Inc,₹3,21,-,7,-,-
02-09-2024,BBSR,Search Targeting,Skip,CTV&Desktop,Both,AllAge,T50Inc,₹19,83,-,33,-,-
03-09-2024,BBSR,Search Targeting,Skip,CTV&Desktop,Both,AllAge,T50Inc,₹40,208,-,77,-,-
04-09-2024,BBSR,Search Targeting,Skip,CTV&Desktop,Both,AllAge,T50Inc,₹53,305,-,65,-,-
05-09-2024,BBSR,Search Targeting,Skip,CTV&Desktop,Both,AllAge,T50Inc,₹139,701,-,188,-,-
06-09-2024,BBSR,Search Targeting,Skip,CTV&Desktop,Both,AllAge,T50Inc,₹175,647,1,209,-,-
07-09-2024,BBSR,Search Targeting,Skip,CTV&Desktop,Both,AllAge,T50Inc,₹291,951,-,332,-,-
08-09-2024,BBSR,Search Targeting,Skip,CTV&Desktop,Both,AllAge,T50Inc,₹410,"1,504",-,516,-,-
09-09-2024,BBSR,Search Targeting,Skip,CTV&Desktop,Both,AllAge,T50Inc,₹595,"2,377",-,717,-,-
10-09-2024,BBSR,Search Targeting,Skip,CTV&Desktop,Both,AllAge,T50Inc,₹742,"2,855",2,947,-,-
11-09-2024,BBSR,Search Targeting,Skip,CTV&Desktop,Both,AllAge,T50Inc,₹648,"2,687",1,869,-,-
12-09-2024,BBSR,Search Targeting,Skip,CTV&Desktop,Both,AllAge,T50Inc,₹408,"1,711",1,544,-,-
13-09-2024,BBSR,Search Targeting,Skip,CTV&Desktop,Both,AllAge,T50Inc,₹210,854,-,352,-,-
28-09-2024,BBSR,Search Targeting,Skip,CTV&Desktop,Both,AllAge,T50Inc,₹501,"1,640",-,383,-,-
29-09-2024,BBSR,Search Targeting,Skip,CTV&Desktop,Both,AllAge,T50Inc,₹831,"2,655",1,992,-,-
14-09-2024,BBSR,Search Targeting,Skip,Android,Males,2534,T30Inc,₹24,204,2,139,-,-
15-09-2024,BBSR,Search Targeting,Skip,Android,Males,2534,T30Inc,₹219,"1,917",13,574,-,-
16-09-2024,BBSR,Search Targeting,Skip,Android,Males,2534,T30Inc,₹876,"7,510",58,"2,080",1,-
17-09-2024,BBSR,Search Targeting,Skip,Android,Males,2534,T30Inc,₹806,"5,937",63,"1,625",1,-
18-09-2024,BBSR,Search Targeting,Skip,Android,Males,2534,T30Inc,₹674,"4,582",38,"1,155",-,2
19-09-2024,BBSR,Search Targeting,Skip,Android,Males,2534,T30Inc,₹258,"1,415",13,493,-,-
20-09-2024,BBSR,Search Targeting,Skip,Android,Males,2534,T30Inc,₹245,"1,548",16,482,-,-
29-09-2024,BBSR,Search Targeting,Skip,Android,Males,2534,T30Inc,₹18,222,1,38,-,-
30-09-2024,BBSR,Search Targeting,Skip,Android,Males,2534,T30Inc,₹890,"9,800",75,"1,842",1,-
01-10-2024,BBSR,Search Targeting,Skip,Android,Males,2534,T30Inc,"₹1,096","11,906",103,"1,982",1,-
02-10-2024,BBSR,Search Targeting,Skip,Android,Males,2534,T30Inc,₹962,"9,982",75,"1,805",-,-
03-10-2024,BBSR,Search Targeting,Skip,Android,Males,2534,T30Inc,₹403,"4,269",39,818,-,-
04-10-2024,BBSR,Search Targeting,Skip,Android,Males,2534,T30Inc,"₹1,989","25,071",213,"4,191",-,-
05-10-2024,BBSR,Search Targeting,Skip,Android,Males,2534,T30Inc,"₹1,108","12,826",98,"3,657",1,-
06-10-2024,BBSR,Search Targeting,Skip,Android,Males,2534,T30Inc,₹480,"5,084",34,"2,148",-,-
07-10-2024,BBSR,Search Targeting,Skip,Android,Males,2534,T30Inc,₹144,"1,370",3,707,-,-
14-09-2024,BBSR,Search Targeting,Skip,Android,Males,3544,T30Inc,₹13,117,-,81,-,-
29-09-2024,BBSR,Search Targeting,Skip,Android,Males,3544,T30Inc,₹25,319,1,48,-,-
30-09-2024,BBSR,Search Targeting,Skip,Android,Males,3544,T30Inc,"₹1,040","10,144",85,"2,187",-,-
01-10-2024,BBSR,Search Targeting,Skip,Android,Males,3544,T30Inc,₹871,"8,013",56,"1,543",1,-
02-10-2024,BBSR,Search Targeting,Skip,Android,Males,3544,T30Inc,₹664,"5,478",37,"1,269",1,-
03-10-2024,BBSR,Search Targeting,Skip,Android,Males,3544,T30Inc,₹249,"1,873",10,478,-,-
04-10-2024,BBSR,Search Targeting,Skip,Android,Males,3544,T30Inc,"₹1,203","12,102",113,"2,650",-,-
05-10-2024,BBSR,Search Targeting,Skip,Android,Males,3544,T30Inc,"₹3,848","39,642",299,"9,941",1,-
06-10-2024,BBSR,Search Targeting,Skip,Android,Males,3544,T30Inc,"₹2,829","29,331",215,"8,993",2,-
07-10-2024,BBSR,Search Targeting,Skip,Android,Males,3544,T30Inc,"₹1,094","10,555",64,"3,773",1,-
14-09-2024,BBSR,Search Targeting,Skip,Android,Males,3544,T50Inc,₹3,19,-,13,-,-
15-09-2024,BBSR,Search Targeting,Skip,Android,Males,3544,T50Inc,₹77,746,1,209,-,-
16-09-2024,BBSR,Search Targeting,Skip,Android,Males,3544,T50Inc,₹700,"6,086",46,"1,646",-,-
17-09-2024,BBSR,Search Targeting,Skip,Android,Males,3544,T50Inc,₹559,"4,583",33,"1,091",-,-
18-09-2024,BBSR,Search Targeting,Skip,Android,Males,3544,T50Inc,₹515,"3,607",13,853,-,-
19-09-2024,BBSR,Search Targeting,Skip,Android,Males,3544,T50Inc,₹176,"1,018",11,326,-,-
20-09-2024,BBSR,Search Targeting,Skip,Android,Males,3544,T50Inc,"₹1,500","11,021",85,"3,194",1,-
21-09-2024,BBSR,Search Targeting,Skip,Android,Males,3544,T50Inc,"₹1,400","10,837",74,"4,078",-,1
22-09-2024,BBSR,Search Targeting,Skip,Android,Males,3544,T50Inc,₹42,317,2,122,-,-
27-09-2024,BBSR,Search Targeting,Skip,Android,Males,3544,T50Inc,"₹1,036","7,944",65,"2,086",-,-
28-09-2024,BBSR,Search Targeting,Skip,Android,Males,3544,T50Inc,"₹5,326","44,323",363,"9,853",-,-
29-09-2024,BBSR,Search Targeting,Skip,Android,Males,3544,T50Inc,"₹3,854","32,323",290,"6,814",6,-
30-09-2024,BBSR,Search Targeting,Skip,Android,Males,3544,T50Inc,"₹1,786","18,549",153,"3,885",-,-
01-10-2024,BBSR,Search Targeting,Skip,Android,Males,3544,T50Inc,"₹1,526","15,587",119,"2,670",-,-
02-10-2024,BBSR,Search Targeting,Skip,Android,Males,3544,T50Inc,"₹1,189","12,255",103,"2,149",-,1
03-10-2024,BBSR,Search Targeting,Skip,Android,Males,3544,T50Inc,₹434,"4,063",24,875,-,-
04-10-2024,BBSR,Search Targeting,Skip,Android,Males,3544,T50Inc,"₹1,778","20,233",118,"3,904",1,-
